Position,Context,Actual_Token,Actual_Probability,Surprisal_Bits,Rank_in_Top10,Top1_Token,Top1_Prob,Top2_Token,Top2_Prob,Top3_Token,Top3_Prob,Top4_Token,Top4_Prob,Top5_Token,Top5_Prob,Top6_Token,Top6_Prob,Top7_Token,Top7_Prob,Top8_Token,Top8_Prob,Top9_Token,Top9_Prob,Top10_Token,Top10_Prob
315,"ime);
const fibonacci = numbers.map(calculateFibon",'acci',0.999895,0.000,1,'acci',0.999895,'ac',0.000032,'acc',0.000004,'aj',0.000004,'c',0.000003,'ab',0.000002,'ic',0.000002,'aci',0.000001,'as',0.000001,')',0.000001
316,";
const fibonacci = numbers.map(calculateFibonacci",');',0.080015,3.644,3,'(',0.642076,"','",0.141987,');',0.080015,'());',0.013701,')',0.012966,"'(),'",0.011227,'((',0.010245,')(',0.007949,').',0.007821,'()',0.005716
317,const fibonacci = numbers.map(calculateFibonacci);,'\n',0.969070,0.045,1,'\n',0.969070,' //',0.011696,'<|endoftext|>',0.003346,'\n\n',0.002927,' function',0.001071,' const',0.000954,' /*',0.000715,' for',0.000443,' ',0.000309,'//',0.000306
318,"onst fibonacci = numbers.map(calculateFibonacci);
",'\n',0.999352,0.001,1,'\n',0.999352,'.',0.000049,'\\',0.000031,'<|endoftext|>',0.000030,'//',0.000026,'}',0.000022,'-',0.000022,"'""'",0.000021,'[',0.000017,'com',0.000017
319,"nst fibonacci = numbers.map(calculateFibonacci);

",'console',0.001840,9.086,not_in_top10,'const',0.348443,'function',0.124172,'if',0.048365,'for',0.043318,'//',0.034763,'return',0.033562,'#',0.021199,'let',0.016448,'while',0.014983,'var',0.011462
320,"onacci = numbers.map(calculateFibonacci);

console",'.',0.932272,0.101,1,'.',0.932272,' .',0.049746,'(',0.002075,';',0.001445,'::',0.001436,'.[',0.001303,' function',0.000719,'.(',0.000682,'[',0.000581,'\n',0.000446
321,"nacci = numbers.map(calculateFibonacci);

console.",'log',0.994888,0.007,1,'log',0.994888,'info',0.001169,'error',0.000909,'warn',0.000726,' log',0.000419,'assert',0.000171,'d',0.000171,'Log',0.000148,'debug',0.000141,'std',0.000078
322,"ci = numbers.map(calculateFibonacci);

console.log","""('""",0.036450,4.778,3,'(',0.837992,"'(""'",0.092597,"""('""",0.036450,'((',0.018556,'({',0.002659,' (',0.001902,'();',0.001090,'([',0.001079,';',0.000858,'(_',0.000797
323," = numbers.map(calculateFibonacci);

console.log('",'Prime',0.026472,5.239,3,'F',0.106895,'f',0.033279,'Prime',0.026472,'The',0.024400,'is',0.024044,'Is',0.022741,'[',0.008900,'{',0.008195,'C',0.007952,'Numbers',0.007524
324,"mbers.map(calculateFibonacci);

console.log('Prime",' numbers',0.037297,4.745,5,':',0.112533,' is',0.086582,' Fib',0.078669,' number',0.043651,' numbers',0.037297,' of',0.024719,' 1',0.020354,' Number',0.019482,' function',0.018984,"""',""",0.017425
325,"p(calculateFibonacci);

console.log('Prime numbers",':',0.274020,1.868,1,':',0.274020,' are',0.096657,' in',0.026261,' for',0.020066,'.',0.016040,"','",0.015842,' with',0.014626,"""',""",0.014131,'\n',0.012050,' from',0.011578
326,"(calculateFibonacci);

console.log('Prime numbers:","""',""",0.031615,4.983,5,""" '""",0.219416,' %',0.098977,' {',0.096261,'\n',0.064722,"""',""",0.031615,""" ',""",0.021308,' {}',0.018787,' 1',0.014203,' \\(',0.012198,' \\',0.011656
327,"alculateFibonacci);

console.log('Prime numbers:',",' pr',0.576872,0.794,1,' pr',0.576872,' fib',0.126840,' numbers',0.064852,' Fib',0.018231,' num',0.012970,' prime',0.010342,'\n',0.007555,' number',0.005877,' n',0.004462,' {',0.003834
328,"ulateFibonacci);

console.log('Prime numbers:', pr",'imes',0.999758,0.000,1,'imes',0.999758,'ices',0.000071,'ime',0.000031,'unes',0.000023,'ons',0.000014,'_',0.000010,'ps',0.000007,'ins',0.000006,'int',0.000006,'umbers',0.000004
329,"eFibonacci);

console.log('Prime numbers:', primes",');',0.628382,0.670,1,');',0.628382,'.',0.149124,"','",0.136225,'[',0.020070,').',0.014596,')',0.012827,'));',0.005922,' );',0.005161,' +',0.002694,';',0.002578
330,"ibonacci);

console.log('Prime numbers:', primes);",'\n',0.942253,0.086,1,'\n',0.942253,' //',0.020386,'<|endoftext|>',0.012195,' console',0.005075,'\n\n',0.004824,' function',0.001617,' /*',0.000934,' }',0.000860,' const',0.000478,' var',0.000475
331,"bonacci);

console.log('Prime numbers:', primes);
",'console',0.000000,37.437,not_in_top10,'\n',0.999802,'.',0.000039,'<|endoftext|>',0.000020,' (',0.000017,"','",0.000012,'\n\n',0.000012,'-',0.000008,' and',0.000005,' -',0.000005,"' ""'",0.000005
332,");

console.log('Prime numbers:', primes);
console",'.',0.998008,0.003,1,'.',0.998008,' .',0.000415,'\n',0.000196,';',0.000153,'._',0.000125,"','",0.000105,'[',0.000102,'(',0.000100,'.[',0.000058,'.(',0.000052
333,";

console.log('Prime numbers:', primes);
console.",'log',0.984013,0.023,1,'log',0.984013,'error',0.001604,'print',0.001596,'warn',0.000697,'println',0.000463,'display',0.000446,'text',0.000401,'info',0.000389,'std',0.000366,'set',0.000319
334,"console.log('Prime numbers:', primes);
console.log","""('""",0.622171,0.685,1,"""('""",0.622171,'(',0.284545,"'(""'",0.039946,'();',0.015302,'({',0.010936,'((',0.006760,'()',0.003860,'(\\',0.001924,'($',0.001292,'([',0.001133
335,"nsole.log('Prime numbers:', primes);
console.log('",'F',0.122544,3.029,2,'Prime',0.183646,'F',0.122544,'Pr',0.017233,'The',0.013026,'C',0.010168,'\n',0.010060,'prime',0.009792,'Numbers',0.009066,'f',0.008860,'Cal',0.007316
336,"sole.log('Prime numbers:', primes);
console.log('F",'ib',0.991301,0.013,1,'ib',0.991301,'iber',0.001402,'IB',0.001071,'inite',0.000371,'ibo',0.000347,'ig',0.000263,'ibr',0.000196,'am',0.000175,'igs',0.000174,'ract',0.000166
337,"le.log('Prime numbers:', primes);
console.log('Fib",'on',0.978912,0.031,1,'on',0.978912,'ons',0.013490,'onic',0.000976,'ron',0.000548,'ON',0.000497,'ony',0.000282,' on',0.000278,'onics',0.000225,'ond',0.000197,'or',0.000189
338,".log('Prime numbers:', primes);
console.log('Fibon",'acci',0.999850,0.000,1,'acci',0.999850,'ac',0.000020,'ics',0.000009,'ic',0.000006,'c',0.000004,'acc',0.000004,'aci',0.000003,'ucle',0.000002,'astic',0.000002,'imes',0.000002
339,"('Prime numbers:', primes);
console.log('Fibonacci",' sequence',0.000900,10.118,not_in_top10,' numbers',0.354170,':',0.174204,' fib',0.067952,' Fib',0.067138,' number',0.031396,' prime',0.019497,' pr',0.013429,' sums',0.008413,' digits',0.006553,' values',0.005202
340,"umbers:', primes);
console.log('Fibonacci sequence",':',0.673778,0.570,1,':',0.673778,' of',0.031704,' number',0.020897,' numbers',0.017797,""":'""",0.013409,' lengths',0.008561,' size',0.006412,' with',0.006086,' length',0.006070,' in',0.004946
341,"mbers:', primes);
console.log('Fibonacci sequence:","""',""",0.807020,0.309,1,"""',""",0.807020,""" ',""",0.058417,"""');""",0.035101,"""')""",0.030836,""" '""",0.010538,'\n',0.004954,"' ,'",0.004044,"""'""",0.003727,"""'.""",0.002742,"""'),""",0.002074
342,"ers:', primes);
console.log('Fibonacci sequence:',",' fib',0.571633,0.807,1,' fib',0.571633,' pr',0.319720,' Fib',0.035618,' numbers',0.004139,' f',0.004104,' num',0.002953,' prime',0.002156,'\n',0.001776,' is',0.001216,' function',0.001039
343,"', primes);
console.log('Fibonacci sequence:', fib",'on',0.993517,0.009,1,'on',0.993517,'ons',0.004986,'or',0.000124,'ron',0.000119,'.',0.000108,'one',0.000103,'_',0.000080,'os',0.000076,'o',0.000055,'onic',0.000041
344," primes);
console.log('Fibonacci sequence:', fibon",'acci',0.999812,0.000,1,'acci',0.999812,'acc',0.000019,'ac',0.000015,'aj',0.000011,'_',0.000011,'.',0.000006,'as',0.000006,'ap',0.000006,'ab',0.000004,'ari',0.000003
345,"mes);
console.log('Fibonacci sequence:', fibonacci",');',0.770951,0.375,1,');',0.770951,'.',0.145127,"','",0.019757,'));',0.009443,').',0.008962,')',0.008298,';',0.007071,'[',0.005634,' );',0.002580,'_',0.002197
346,"s);
console.log('Fibonacci sequence:', fibonacci);",'\n',0.946949,0.079,1,'\n',0.946949,'<|endoftext|>',0.015197,' //',0.012234,' console',0.009469,'\n\n',0.003852,'console',0.001777,' /*',0.000602,'//',0.000594,' Console',0.000563,' }',0.000507
347,");
console.log('Fibonacci sequence:', fibonacci);
",'\n',0.999807,0.000,1,'\n',0.999807,'.',0.000047,' (',0.000014,"','",0.000014,'<|endoftext|>',0.000013,'-',0.000008,'\n\n',0.000008,':',0.000006,' and',0.000006,"' ""'",0.000005
348,";
console.log('Fibonacci sequence:', fibonacci);

",'for',0.005154,7.600,not_in_top10,'console',0.323821,'function',0.177949,'const',0.074780,'//',0.057008,'var',0.021890,'if',0.015705,'return',0.014337,'}',0.013203,'#',0.012741,'let',0.011076
349,"onsole.log('Fibonacci sequence:', fibonacci);

for",' (',0.884271,0.177,1,' (',0.884271,'(',0.067892,' ((',0.007379,'Each',0.004223,' i',0.002797,' {',0.001553,' each',0.001475,'_',0.001309,' _',0.001301,' ($',0.001152
350,"sole.log('Fibonacci sequence:', fibonacci);

for (",'let',0.744250,0.426,1,'let',0.744250,'var',0.054599,'const',0.036951,'i',0.016963,'int',0.015700,'function',0.010956,'Math',0.004596,' let',0.004425,'n',0.004388,'f',0.003992
351,"e.log('Fibonacci sequence:', fibonacci);

for (let",' i',0.464707,1.106,1,' i',0.464707,' n',0.093494,' j',0.049628,' num',0.034519,' f',0.022067,' b',0.021631,' x',0.019839,' a',0.014521,' c',0.010723,' p',0.010185
352,"log('Fibonacci sequence:', fibonacci);

for (let i",' =',0.936631,0.094,1,' =',0.936631,' in',0.029541,'=',0.017822,"','",0.002549,' :=',0.001277,'1',0.001055,' :',0.000736,':',0.000702,';',0.000583,'in',0.000449
353,"g('Fibonacci sequence:', fibonacci);

for (let i =",' 0',0.281410,1.829,2,' 1',0.293707,' 0',0.281410,' 2',0.090373,' 3',0.065903,' 5',0.064991,' 4',0.028097,' 10',0.020076,' 6',0.010347,' 9',0.008226,' -',0.007364
354,"'Fibonacci sequence:', fibonacci);

for (let i = 0",';',0.974194,0.038,1,';',0.974194,"','",0.014543,' ;',0.004858,'.',0.001791,':',0.001539,' to',0.000598,'x',0.000294,';;',0.000279,'..',0.000253,' -',0.000217
355,"Fibonacci sequence:', fibonacci);

for (let i = 0;",' i',0.994489,0.008,1,' i',0.994489,' j',0.001210,' ',0.000582,' I',0.000531,'i',0.000400,' ii',0.000208,' ++',0.000124,' e',0.000110,' (',0.000100,' 0',0.000097
356,"bonacci sequence:', fibonacci);

for (let i = 0; i",' <',0.703936,0.506,1,' <',0.703936,' <=',0.252562,' >=',0.017410,'<',0.009970,' >',0.003387,' !=',0.003364,' *',0.003155,' ==',0.001237,' ===',0.000744,' %',0.000733
357,"nacci sequence:', fibonacci);

for (let i = 0; i <",' 10',0.009856,6.665,not_in_top10,' num',0.316689,' numbers',0.136692,' fib',0.076430,' n',0.073555,' pr',0.071757,' NUM',0.029366,' number',0.024500,' 1',0.012121,' Fib',0.011836,' 3',0.011795
358,"ci sequence:', fibonacci);

for (let i = 0; i < 10",';',0.969194,0.045,1,';',0.969194,'.',0.006633,' ;',0.002943,"','",0.001863,':',0.000928,'*',0.000789,' -',0.000575,' *',0.000470,'-',0.000419,'^',0.000373
359,"i sequence:', fibonacci);

for (let i = 0; i < 10;",' i',0.962121,0.056,1,' i',0.962121,' ++',0.033403,'i',0.000863,' )',0.000472,' j',0.000430,' I',0.000413,' ',0.000207,' e',0.000203,' ii',0.000170,' iv',0.000073
360,"sequence:', fibonacci);

for (let i = 0; i < 10; i",'++)',0.610982,0.711,1,'++)',0.610982,' +=',0.199570,'++',0.093204,' ++',0.085845,'+=',0.007469,' -=',0.001232,'--',0.000619,' =',0.000364,' --',0.000235,'++;',0.000153
361,"uence:', fibonacci);

for (let i = 0; i < 10; i++)",' {',0.980740,0.028,1,' {',0.980740,'\n',0.012460,' pr',0.000681,'{',0.000661,' console',0.000331,' for',0.000220,' numbers',0.000214,' //',0.000211,' {}',0.000200,' if',0.000164
362,"nce:', fibonacci);

for (let i = 0; i < 10; i++) {",'\n',0.933310,0.100,1,'\n',0.933310,' console',0.008529,' //',0.007361,' ',0.004915,' let',0.004577,' pr',0.004340,' if',0.002858,' for',0.002694,' const',0.002021,' var',0.002017
363,"ce:', fibonacci);

for (let i = 0; i < 10; i++) {
",' ',0.000003,18.143,not_in_top10,'\n',0.999824,'.',0.000047,"','",0.000013,' (',0.000012,'-',0.000006,':',0.000006,"' ""'",0.000005,'\xa0',0.000005,'\n\n',0.000005,' and',0.000004
364,"e:', fibonacci);

for (let i = 0; i < 10; i++) {
 ",' console',0.000286,11.771,not_in_top10,' ',0.581502,'\xa0',0.194286,'\n',0.027732,' \xa0',0.012982,' }',0.009481,' if',0.005209,'~~',0.005048,' *',0.003626,' return',0.002977,' __',0.002812
365,"onacci);

for (let i = 0; i < 10; i++) {
  console",'.',0.981861,0.026,1,'.',0.981861,' .',0.016044,' =',0.000572,'[',0.000265,'\n',0.000124,'.[',0.000100,'.(',0.000084,"','",0.000084,'._',0.000061,'_',0.000057
366,"nacci);

for (let i = 0; i < 10; i++) {
  console.",'log',0.984453,0.023,1,'log',0.984453,'error',0.003908,'warn',0.002066,'info',0.001513,'print',0.001416,' log',0.000439,'err',0.000421,'Log',0.000330,'printf',0.000310,'debug',0.000267
367,"ci);

for (let i = 0; i < 10; i++) {
  console.log",'(',0.380018,1.396,2,"""('""",0.527267,'(',0.380018,"'(""'",0.063743,'((',0.007935,'();',0.003519,'({',0.002633,'(_',0.001207,' (',0.001123,'(\\',0.001037,'(-',0.000766
368,"i);

for (let i = 0; i < 10; i++) {
  console.log(",'`',0.021827,5.518,4,'i',0.256872,'Math',0.071194,""" '""",0.032062,'`',0.021827,'n',0.018955,'f',0.018408,'str',0.017967,'is',0.016771,'num',0.015574,'pr',0.012034
369,");

for (let i = 0; i < 10; i++) {
  console.log(`",'F',0.026259,5.251,6,'Prime',0.127275,'`',0.074004,'[',0.033486,'${',0.032965,'%',0.030690,'F',0.026259,'{',0.023725,'\n',0.022395,' ${',0.016324,'The',0.014971
370,";

for (let i = 0; i < 10; i++) {
  console.log(`F",'ib',0.946620,0.079,1,'ib',0.946620,'IB',0.006604,'iber',0.003903,'`',0.003026,' ig',0.001148,'(',0.001059,'ailed',0.000769,'\\',0.000700,':',0.000696,'ibr',0.000638
371,"
for (let i = 0; i < 10; i++) {
  console.log(`Fib",'on',0.988675,0.016,1,'on',0.988675,'ons',0.003129,'ron',0.000704,'or',0.000456,'onic',0.000383,'ON',0.000362,' on',0.000344,'ony',0.000336,'onite',0.000196,'ond',0.000149
372,"or (let i = 0; i < 10; i++) {
  console.log(`Fibon",'acci',0.999307,0.001,1,'acci',0.999307,'ac',0.000100,'c',0.000036,'ic',0.000021,'acc',0.000016,'ics',0.000008,':',0.000007,'_',0.000006,'aci',0.000006,'-',0.000006
373,"let i = 0; i < 10; i++) {
  console.log(`Fibonacci",'($',0.000009,16.726,not_in_top10,' sequence',0.615745,':',0.037067,' sequences',0.026559,' number',0.025272,' is',0.012249,' numbers',0.010190,' prime',0.008527,'`',0.008101,' pr',0.005856,' `',0.004894
374,"t i = 0; i < 10; i++) {
  console.log(`Fibonacci($",'{',0.050065,4.320,3,'i',0.334889,'n',0.065095,'{',0.050065,'1',0.042126,'num',0.027283,':',0.017317,'0',0.017273,'10',0.015199,'a',0.012969,'f',0.012466
375," i = 0; i < 10; i++) {
  console.log(`Fibonacci(${",'i',0.275672,1.859,1,'i',0.275672,'num',0.123194,'1',0.066054,'0',0.027939,'n',0.027654,'a',0.025557,'$',0.018802,'2',0.014179,'9',0.011961,'sum',0.009985
376,"i = 0; i < 10; i++) {
  console.log(`Fibonacci(${i",'})',0.069077,3.856,3,'}',0.491307,"'},'",0.123865,'})',0.069077,'+',0.049386,':',0.040580,'}}',0.033779,'}:',0.029218,"','",0.024342,'-',0.014769,"'}""'",0.013137
377,"= 0; i < 10; i++) {
  console.log(`Fibonacci(${i})",' =',0.029949,5.061,5,'`',0.177449,' is',0.103928,' ${',0.058414,' `',0.030981,' =',0.029949,'$',0.027193,' has',0.022493,"'`,'",0.020501,' was',0.019637,' $',0.019284
378,"0; i < 10; i++) {
  console.log(`Fibonacci(${i}) =",' ${',0.178089,2.489,1,' ${',0.178089,' {',0.069448,' 1',0.051002,'`',0.048322,' 0',0.043747,' prime',0.042314,' $',0.040217,' fib',0.032491,' Prime',0.019522,' `',0.019246
379,"i < 10; i++) {
  console.log(`Fibonacci(${i}) = ${",'cal',0.000655,10.577,not_in_top10,'i',0.679591,'n',0.016848,'num',0.014736,'(',0.014066,'a',0.012301,'pr',0.012218,'this',0.010000,'1',0.009868,'Math',0.009078,'f',0.007444
380," 10; i++) {
  console.log(`Fibonacci(${i}) = ${cal",'cul',0.593899,0.752,1,'cul',0.593899,'c',0.138665,'culation',0.052835,'}',0.044800,'endar',0.014991,'culated',0.012864,'.',0.012840,'culus',0.009674,'_',0.006844,'cs',0.004941
381,"; i++) {
  console.log(`Fibonacci(${i}) = ${calcul",'ate',0.985439,0.021,1,'ate',0.985439,'ator',0.004034,'ates',0.002262,'ated',0.001875,'ating',0.001741,'at',0.000880,'ATE',0.000555,'ation',0.000221,'ations',0.000189,'.',0.000175
382,"++) {
  console.log(`Fibonacci(${i}) = ${calculate",'F',0.835112,0.260,1,'F',0.835112,'(',0.039164,'Prime',0.020374,'f',0.005444,'}',0.005307,'($',0.005290,'_',0.003137,'()',0.003035,'C',0.002322,'Function',0.001602
383,"+) {
  console.log(`Fibonacci(${i}) = ${calculateF",'ib',0.999228,0.001,1,'ib',0.999228,'iber',0.000132,'IB',0.000105,'ig',0.000050,'im',0.000036,'ob',0.000029,'ibo',0.000029,'eb',0.000018,'ibr',0.000016,'id',0.000016
384," {
  console.log(`Fibonacci(${i}) = ${calculateFib",'on',0.999194,0.001,1,'on',0.999194,'ron',0.000144,'ons',0.000092,'or',0.000088,'o',0.000033,'an',0.000026,'one',0.000022,'in',0.000016,'n',0.000015,'.',0.000015
385,"
  console.log(`Fibonacci(${i}) = ${calculateFibon",'acci',0.999819,0.000,1,'acci',0.999819,'ac',0.000039,'acc',0.000018,'c',0.000008,'aci',0.000007,'aj',0.000005,'ab',0.000005,'i',0.000004,'ic',0.000002,'a',0.000002
386,onsole.log(`Fibonacci(${i}) = ${calculateFibonacci,'(',0.443263,1.174,1,'(',0.443263,'($',0.167381,'}',0.135160,'()',0.059211,'[',0.029895,'.',0.029349,'})',0.006840,'}.',0.006625,'}}',0.006453,"'},'",0.005187
387,nsole.log(`Fibonacci(${i}) = ${calculateFibonacci(,'i',0.529619,0.917,1,'i',0.529619,'n',0.057684,'num',0.041393,'1',0.027675,'0',0.016102,'Math',0.015576,'f',0.013769,'a',0.010988,'function',0.008674,'`',0.007476
388,sole.log(`Fibonacci(${i}) = ${calculateFibonacci(i,')}',0.838610,0.254,1,')}',0.838610,')',0.031881,')]',0.023012,"'),'",0.017562,"','",0.010044,'+',0.007943,'}',0.005134,'));',0.004820,'})',0.004809,')+',0.004795
389,le.log(`Fibonacci(${i}) = ${calculateFibonacci(i)},'`',0.474961,1.074,1,'`',0.474961,"'`,'",0.087888,' ${',0.072491,' `',0.028464,'\n',0.025426,"""');""",0.021139,'$',0.012436,':',0.011758,'(',0.011397,'%',0.009444
390,e.log(`Fibonacci(${i}) = ${calculateFibonacci(i)}`,');',0.913308,0.131,1,');',0.913308,' );',0.022717,' +',0.016796,"','",0.011696,')',0.007480,').',0.005734,';',0.002991,'\n',0.002516,'+',0.002097,"'),'",0.001494
391,log(`Fibonacci(${i}) = ${calculateFibonacci(i)}`);,'\n',0.964058,0.053,1,'\n',0.964058,' }',0.009895,' ',0.007867,' //',0.003636,' console',0.001747,'<|endoftext|>',0.000973,'\n\n',0.000410,' else',0.000381,' (',0.000378,' \\',0.000297
392,"og(`Fibonacci(${i}) = ${calculateFibonacci(i)}`);
",'}',0.000005,17.588,not_in_top10,'\n',0.999734,'.',0.000050,"','",0.000018,' (',0.000017,'\n\n',0.000010,'<|endoftext|>',0.000009,'-',0.000009,"' ""'",0.000009,'\xa0',0.000008,' ',0.000007
393,"g(`Fibonacci(${i}) = ${calculateFibonacci(i)}`);
}",'\n',0.944994,0.082,1,'\n',0.944994,' else',0.016472,'<|endoftext|>',0.008241,'\n\n',0.002966,' console',0.002897,' //',0.002319,' ',0.002268,' catch',0.001928,' function',0.001328,' for',0.001306
394,"(`Fibonacci(${i}) = ${calculateFibonacci(i)}`);
}
",'\n',0.999806,0.000,1,'\n',0.999806,'.',0.000039,'<|endoftext|>',0.000018,' (',0.000012,"','",0.000012,'\n\n',0.000011,'-',0.000006,' -',0.000005,' and',0.000005,"' ""'",0.000005
395,"`Fibonacci(${i}) = ${calculateFibonacci(i)}`);
}

",'module',0.000840,10.218,not_in_top10,'console',0.236363,'function',0.144507,'for',0.088921,'const',0.065841,'//',0.042238,'return',0.040392,'if',0.035931,'var',0.035343,'}',0.026190,'let',0.019493
396,"acci(${i}) = ${calculateFibonacci(i)}`);
}

module",'.',0.167539,2.577,1,'.',0.167539,' F',0.042292,' .',0.017618,' Fun',0.016597,' Main',0.016167,' Fib',0.014187,' Print',0.010641,' Data',0.009710,' My',0.009178,' Logic',0.008901
397,"cci(${i}) = ${calculateFibonacci(i)}`);
}

module.",'ex',0.978261,0.032,1,'ex',0.978261,'join',0.003889,'define',0.002883,'module',0.000870,'info',0.000768,'js',0.000726,'close',0.000717,'use',0.000511,' exports',0.000444,'ins',0.000386
398,"i(${i}) = ${calculateFibonacci(i)}`);
}

module.ex",'ports',0.999036,0.001,1,'ports',0.999036,'ported',0.000212,'tern',0.000175,'ists',0.000164,'cludes',0.000142,'pects',0.000063,'amples',0.000046,'ts',0.000017,'pect',0.000014,'its',0.000012
399,"}) = ${calculateFibonacci(i)}`);
}

module.exports",' =',0.964821,0.052,1,' =',0.964821,'.',0.026188,'=',0.005013,'={',0.002190,"'=""'",0.000408,' .',0.000226,'[',0.000215,'=[',0.000190,' +=',0.000152,';',0.000074
400," = ${calculateFibonacci(i)}`);
}

module.exports =",' {',0.102322,3.289,3,' function',0.190000,' functions',0.121766,' {',0.102322,' pr',0.063756,' fib',0.042857,' numbers',0.039964,' [',0.027112,' (',0.018924,' Fib',0.018454,' [];',0.018184
401," ${calculateFibonacci(i)}`);
}

module.exports = {",'\n',0.225796,2.147,1,'\n',0.225796,' prime',0.085977,'prime',0.033938,' pr',0.028539,'Prime',0.014399,' is',0.011678,' Prime',0.011165,'is',0.008632,' fib',0.008583,' function',0.007156
402,"${calculateFibonacci(i)}`);
}

module.exports = {
",' ',0.000001,20.854,not_in_top10,'\n',0.999755,'.',0.000056,"','",0.000032,':',0.000020,' (',0.000016,'-',0.000012,"'""'",0.000012,"' ""'",0.000009,' and',0.000006,'\n\n',0.000006
403,"{calculateFibonacci(i)}`);
}

module.exports = {
 ",' calculate',0.000008,16.875,not_in_top10,'ix',0.135313,'};',0.052946,'ids',0.033953,'\xa0',0.029251,'xt',0.020075,'------------',0.019794,'iz',0.019751,'urn',0.017135,'------------------------',0.016654,'}',0.011692
404,"Fibonacci(i)}`);
}

module.exports = {
  calculate",'F',0.562988,0.829,1,'F',0.562988,'Prime',0.162851,' =',0.016837,' (',0.009339,'_',0.008779,'E',0.007667,'Function',0.007313,'(',0.007066,' prime',0.006023,"' ,'",0.005771
405,"ibonacci(i)}`);
}

module.exports = {
  calculateF",'ib',0.998022,0.003,1,'ib',0.998022,'iber',0.000376,'IB',0.000267,'ig',0.000187,'ibo',0.000099,'im',0.000092,'ob',0.000059,'eb',0.000045,'ec',0.000035,'uc',0.000029
406,"onacci(i)}`);
}

module.exports = {
  calculateFib",'on',0.995127,0.007,1,'on',0.995127,'ron',0.000778,'ons',0.000718,'or',0.000215,'n',0.000139,' =',0.000122,'ony',0.000104,'.',0.000096,'\n',0.000092,'onic',0.000091
407,"acci(i)}`);
}

module.exports = {
  calculateFibon",'acci',0.999754,0.000,1,'acci',0.999754,'ac',0.000080,'c',0.000014,'acc',0.000012,'ab',0.000007,'aci',0.000004,'aj',0.000004,'\n',0.000004,'inc',0.000004,'as',0.000003
408,"(i)}`);
}

module.exports = {
  calculateFibonacci","','",0.109982,3.185,2,'(',0.126598,"','",0.109982,"' ,'",0.100552,' (',0.100164,' :',0.093438,' };',0.075231,':',0.067248,' =',0.062491,'\n',0.045691,' }',0.025215
409,"i)}`);
}

module.exports = {
  calculateFibonacci,",'\n',0.333680,1.583,1,'\n',0.333680,' ',0.201381,' calculate',0.054630,' fib',0.016537,' f',0.016496,' function',0.015641,' pr',0.014306,' \xa0',0.011976,' compute',0.010839,' {',0.010711
410,")}`);
}

module.exports = {
  calculateFibonacci,
",' ',0.000003,18.412,not_in_top10,'\n',0.999767,'.',0.000047,"','",0.000026,' (',0.000015,':',0.000011,'<|endoftext|>',0.000010,'\n\n',0.000009,"' ""'",0.000007,'-',0.000006,' and',0.000005
411,"}`);
}

module.exports = {
  calculateFibonacci,
 ",' is',0.022573,5.469,6,' calculate',0.280494,' fib',0.082537,' compute',0.032275,' prime',0.031725,' generate',0.026703,' is',0.022573,' get',0.012981,' f',0.012010,' pr',0.009546,' create',0.009366
412,";
}

module.exports = {
  calculateFibonacci,
  is",'Prime',0.980768,0.028,1,'Prime',0.980768,'F',0.004627,'prime',0.004389,'Prim',0.000851,' Prime',0.000376,' prime',0.000315,'P',0.000223,'E',0.000182,'N',0.000176,'_',0.000172
413,"module.exports = {
  calculateFibonacci,
  isPrime",'\n',0.152115,2.717,3,"','",0.340015,"' ,'",0.166371,'\n',0.152115,' };',0.147467,' =',0.044408,' }',0.032854,' :',0.012418,';',0.010691,' ;',0.008695,':',0.007374
414,"odule.exports = {
  calculateFibonacci,
  isPrime
",'};',0.000000,22.027,not_in_top10,'\n',0.999701,'.',0.000080,"','",0.000052,'<|endoftext|>',0.000024,'\n\n',0.000020,':',0.000015,' (',0.000012,'-',0.000007,' and',0.000005,"' ""'",0.000004
